ID,Age (1999),Income (1999),Tenure (1999),District (1999),Profit (1999),Profit (2000),Online (1999),Online (2000),Billpay (1999),Billpay (2000)
28971,2,,2.41,1200,-28,-28,0,0,0,0
28972,,,7.25,1300,-4,4,0,0,0,0
28973,5,5,35.41,1100,489,278,0,0,0,0
28974,3,6,21,1200,101,534,0,0,0,0
28975,3,8,10.5,1200,-136,-121,0,0,0,0
28976,6,6,0.33,1200,120,14,0,0,0,0
28977,2,9,4.5,1200,-122,-56,0,1,0,0
28978,4,8,13,1200,-7,,0,,0,
28979,2,,2.75,1200,45,-11,0,0,0,0
28980,3,9,8.5,1200,234,,0,,0,
28981,7,7,5.41,1200,29,24,0,0,0,0
28982,6,3,20.41,1300,386,509,0,0,0,0
28983,6,9,14.5,1200,88,135,0,0,0,0
28984,2,6,7.58,1200,19,-23,0,1,0,0
28985,,,15.66,1200,403,257,0,0,0,0
28986,4,3,6.33,1200,-14,-16,0,0,0,0
28987,3,6,9.08,1200,-122,-111,1,1,0,0
28988,1,1,2.33,1300,-3,-3,0,0,0,0
28989,,,0.75,1200,-5,,0,,0,
28990,5,7,6.16,1200,344,326,0,0,0,0
28991,6,8,4.25,1200,1,-4,1,0,0,0
28992,5,4,17.5,1300,124,400,0,0,0,0
28993,4,2,10.83,1100,95,70,0,0,0,0
28994,3,9,8.41,1300,25,34,0,0,0,0
28995,4,5,17.66,1300,392,45,0,0,0,0
28996,4,4,1.33,1200,-19,-27,0,0,0,0
28997,6,1,14.58,1100,597,1199,0,0,0,0
28998,3,5,7.41,1200,-78,-101,0,0,0,0
28999,4,8,17.75,1200,66,46,0,0,0,0
29000,5,7,4.75,1200,1208,1071,0,0,0,0
29001,2,4,7.5,1100,-73,-88,1,1,0,0
29002,1,6,5.16,1200,52,,0,,0,
29003,5,8,2.41,1200,0,,0,,0,
29004,6,3,20.5,1200,22,112,0,0,0,0
29005,1,1,3.91,1100,-99,,0,,0,
29006,6,7,22.16,1200,119,113,0,1,0,1
29007,4,7,15.91,1200,426,376,0,0,0,0
29008,5,7,18.58,1200,229,207,0,0,0,0
29009,,,2.33,1200,-3,,0,,0,
29010,4,6,19.66,1200,136,-47,0,0,0,0
29011,2,1,1,1100,-30,-59,0,0,0,0
29012,,,3.66,1200,705,939,1,1,0,1
29013,3,9,11.5,1200,-64,461,1,1,0,0
29014,6,4,15.75,1200,917,192,0,0,0,0
29015,6,5,15.25,1200,286,186,0,0,0,0
29016,4,5,27,1200,48,9,0,0,0,0
29017,,,8.58,1200,76,,0,,0,
29018,2,7,1.41,1300,-1,,0,,0,
29019,,,6.41,1200,-3,,0,,0,
29020,4,7,2,1200,-35,-15,1,1,0,0
29021,4,,1.25,1200,201,640,0,1,0,0
29022,4,8,11.41,1200,863,460,0,1,0,1
29023,5,6,3.91,1200,-18,-34,0,0,0,0
29024,,,5.75,1200,-2,-77,0,1,0,0
29025,,,0.5,1200,-35,,0,,0,
29026,3,5,2.75,1300,106,205,0,0,0,0
29027,7,4,22.33,1100,500,,0,,0,
29028,2,8,0.33,1200,1,,0,,0,
29029,,,3.25,1200,1,0,1,1,0,0
29030,2,5,12,1200,55,,0,,0,
29031,7,2,9.25,1300,78,275,0,0,0,0
29032,2,9,8.58,1200,85,80,0,1,0,0
29033,3,5,5.83,1100,-85,-55,0,0,0,0
29034,5,4,3.08,1200,-155,31,0,0,0,0
29035,,,1.5,1200,52,,0,,0,
29036,5,2,24.33,1200,275,,0,,0,
29037,2,6,6.66,1200,-113,-72,0,0,0,0
29038,2,4,5.08,1200,139,-55,1,1,0,0
29039,,,1.75,1200,51,,0,,0,
29040,1,7,13.5,1200,-217,-181,1,1,0,0
29041,3,6,16.5,1200,-120,-121,1,1,0,0
29042,1,1,1.5,1200,-22,-19,0,1,0,0
29043,7,5,10.41,1200,417,238,1,1,0,0
29044,2,,2.25,1300,-35,,0,,0,
29045,,7,0.91,1100,0,,1,,0,
29046,2,2,1.08,1200,23,8,1,1,0,0
29047,2,3,5.08,1200,-28,-3,1,1,0,0
29048,3,7,7.5,1200,-8,-1,1,1,0,0
29049,5,4,15.58,1200,331,213,0,0,0,0
29050,4,9,17.25,1200,175,177,0,1,0,0
29051,5,9,32.25,1200,2,1,0,0,0,0
29052,,,0.33,1200,-18,-24,0,0,0,0
29053,,,0.91,1200,689,,1,,0,
29054,4,7,9.5,1200,696,84,0,0,0,0
29055,1,3,3.41,1200,210,8,0,1,0,0
29056,7,8,5.58,1200,-29,-60,0,0,0,0
29057,2,9,9,1200,101,684,1,1,0,1
29058,,,1.5,1200,-43,-91,0,0,0,0
29059,,,17.33,1200,95,95,0,0,0,0
29060,7,4,21.33,1300,1338,1432,0,0,0,0
29061,4,7,8.25,1200,605,363,0,0,0,0
29062,4,5,21.75,1100,84,178,0,0,0,0
29063,5,4,3.66,1100,53,142,0,0,0,0
29064,,,2.33,1200,-44,7,0,0,0,0
29065,,,3.33,1200,131,48,0,0,0,0
29066,,1,15.08,1300,354,,0,,0,
29067,6,5,10,1200,-27,44,0,1,0,0
29068,4,5,26.58,1300,-22,-6,0,0,0,0
29069,,,3.75,1300,-32,,0,,0,
29070,4,3,2.66,1200,-24,-26,0,0,0,0
29071,6,5,6.25,1200,-14,-154,0,0,0,0
29072,3,5,6.16,1300,41,132,0,0,0,0
29073,4,5,0.66,1200,493,572,0,0,0,0
29074,3,9,4.33,1200,979,3610,0,0,0,0
29075,,,1.66,1200,-143,,0,,0,
29076,,,3.83,1300,508,539,0,0,0,0
29077,,,9.16,1300,9,56,0,0,0,0
29078,4,3,3.41,1300,14,-3,0,0,0,0
29079,,,18.41,1200,300,480,1,1,0,0
29080,,3,17.5,1200,35,83,0,0,0,0
29081,,,17.16,1200,104,207,0,0,0,0
29082,7,7,34,1200,-34,21,0,0,0,0
29083,5,9,14.25,1200,430,1035,0,0,0,0
29084,4,5,4.33,1200,313,379,0,0,0,0
29085,4,6,7.16,1200,37,136,0,0,0,0
29086,3,3,5.83,1200,115,129,0,0,0,0
29087,4,1,20.41,1200,921,1791,0,0,0,0
29088,2,1,6.66,1200,103,-25,0,0,0,0
29089,7,1,6.58,1200,-4,-27,0,0,0,0
29090,2,1,2.83,1200,-9,,0,,0,
29091,2,7,1.25,1300,292,543,0,0,0,0
29092,6,4,13.41,1200,-190,-154,0,1,0,1
29093,3,,2.08,1300,-38,-38,0,0,0,0
29094,,,4.83,1200,-204,71,1,1,0,0
29095,3,7,3.58,1200,1021,977,0,1,0,0
29096,4,7,3.66,1200,-2,-2,0,0,0,0
29097,,,0.58,1200,29,0,0,0,0,0
29098,,,11,1200,-29,,0,,0,
29099,7,3,11.5,1200,200,254,0,0,0,0
29100,3,7,9.25,1200,421,447,0,0,0,0
29101,3,4,5.41,1200,-24,,0,,0,
29102,4,9,5.33,1200,13,-7,0,0,0,0
29103,4,7,28.5,1200,85,81,1,1,0,0
29104,,6,0.75,1200,155,130,0,0,0,0
29105,4,7,11.83,1200,11,11,0,0,0,0
29106,1,,1.83,1200,-63,10,0,0,0,0
29107,,,8.91,1200,-80,-124,0,1,0,0
29108,6,4,0.5,1100,-67,-73,0,0,0,0
29109,2,5,6.66,1200,-50,128,0,1,0,0
29110,3,6,8.91,1200,117,72,1,1,0,0
29111,6,9,9.08,1200,310,525,0,0,0,0
29112,2,6,9.08,1200,-38,-11,0,0,0,0
29113,7,3,11.83,1200,43,48,0,0,0,0
29114,2,9,3.33,1200,295,301,0,1,0,0
29115,,,1.08,1200,-29,-40,0,1,0,0
29116,6,4,34,1200,-30,-237,1,1,0,0
29117,,,1.5,1200,-34,,0,,0,
29118,,,5.91,1200,-31,,0,,0,
29119,3,6,6.5,1200,-29,-29,0,0,0,0
29120,,6,7.41,1100,171,429,0,0,0,0
29121,7,1,8.41,1200,141,-57,0,0,0,0
29122,3,7,13.25,1200,-191,-125,0,0,0,0
29123,4,6,5.83,1200,160,170,0,0,0,0
29124,7,2,12.33,1300,104,222,0,0,0,0
29125,5,6,28,1100,150,223,0,0,0,0
29126,3,7,17.41,1200,12,-19,0,0,0,0
29127,7,5,7,1100,41,99,0,0,0,0
29128,5,2,0.75,1300,-61,104,0,0,0,0
29129,,,6.41,1300,-25,5,0,1,0,0
29130,1,,7.5,1200,-70,-46,0,0,0,0
29131,7,,12.58,1100,-22,-23,0,0,0,0
29132,4,6,6.08,1200,-129,48,0,0,0,0
29133,,,1.5,1200,13,,0,,0,
29134,6,9,24.08,1200,856,221,0,0,0,0
29135,5,7,17.83,1200,10,66,0,0,0,0
29136,3,9,4.66,1200,495,759,0,0,0,0
29137,6,5,16.91,1200,122,122,0,0,0,0
29138,5,9,22.66,1200,458,,0,,0,
29139,4,6,13.33,1200,408,103,1,1,0,0
29140,2,7,5.75,1200,-7,-5,0,0,0,0
29141,,,4.5,1200,-80,,0,,0,
29142,2,4,4.16,1200,12,-84,0,1,0,0
29143,3,6,1.83,1200,126,173,0,0,0,0
29144,4,5,7.33,1200,57,22,0,0,0,0
29145,3,7,24.25,1200,-101,-97,1,1,0,0
29146,2,,6.75,1200,-33,,0,,0,
29147,3,9,6.33,1200,349,318,0,0,0,0
29148,,,1.83,1200,-47,-55,0,0,0,0
29149,6,9,5.91,1200,363,449,0,0,0,0
29150,,,31.58,1100,934,1325,0,0,0,0
29151,4,3,4.66,1200,-6,2,1,1,0,0
29152,2,5,12.41,1200,-47,-60,0,0,0,0
29153,,,7.16,1200,15,,0,,0,
29154,2,3,3.41,1200,18,166,0,1,0,1
29155,4,3,15.33,1200,-136,-38,0,0,0,0
29156,,,1.08,1200,15,,0,,0,
29157,,,2.91,1200,366,,0,,0,
29158,6,5,6.75,1200,19,9,0,0,0,0
29159,,,12.58,1200,1,-32,0,0,0,0
29160,,,2.83,1100,80,,0,,0,
29161,4,5,3.75,1200,-55,104,1,1,0,1
29162,3,6,6.08,1200,-32,-24,0,0,0,0
29163,3,2,3.66,1300,53,24,0,0,0,0
29164,2,7,7.5,1300,-22,-22,0,0,0,0
29165,4,6,12.41,1200,267,170,0,0,0,0
29166,,,4.25,1300,-7,207,1,1,0,0
29167,5,6,9.83,1200,400,202,0,0,0,0
29168,2,6,3.41,1200,-126,116,1,1,0,0
29169,4,9,8.5,1200,414,351,0,0,0,0
29170,4,4,21.58,1200,163,125,0,0,0,0
29171,2,3,0.25,1200,-31,-31,0,0,0,0
29172,3,5,22.33,1100,-31,-36,0,0,0,0
29173,3,6,8.75,1200,-89,-79,0,0,0,0
29174,,,1.41,1200,-4,,0,,0,
29175,2,3,8.16,1100,-27,,0,,0,
29176,,,0.66,1200,288,,0,,0,
29177,3,1,13.33,1200,16,13,0,0,0,0
29178,6,6,12.58,1300,544,682,0,0,0,0
29179,3,3,6,1300,119,33,0,0,0,0
29180,,6,6.91,1200,-7,-33,0,0,0,0
29181,4,4,6.58,1100,163,,0,,0,
29182,,,0.58,1200,-43,-30,0,0,0,0
29183,6,3,12,1200,-144,-60,0,0,0,0
29184,6,3,31.91,1200,8,45,0,0,0,0
29185,5,6,16.83,1200,21,32,0,0,0,0
29186,3,7,6.75,1300,22,23,0,0,0,0
29187,2,9,3.91,1200,-4,-34,0,0,0,0
29188,7,4,16.83,1200,284,611,0,0,0,0
29189,2,6,14.25,1200,94,215,0,1,0,0
29190,,,19.08,1200,-61,4,1,1,0,0
29191,5,9,10.83,1200,268,338,0,1,0,0
29192,7,8,18.5,1200,684,719,0,0,0,0
29193,3,8,19.5,1200,207,296,0,0,0,0
29194,7,9,29.08,1100,-39,431,0,0,0,0
29195,4,6,22,1200,-29,39,0,0,0,0
29196,,,3.66,1200,-55,-100,0,0,0,0
29197,3,7,11.83,1200,278,197,0,0,0,0
29198,,,1.5,1200,108,-13,1,1,0,0
29199,4,6,0.16,1200,53,208,0,0,0,0
29200,7,3,24.08,1200,1,43,0,0,0,0
29201,3,9,15.66,1200,303,309,0,0,0,0
29202,,,2.66,1200,-75,137,0,0,0,0
29203,,3,4.75,1200,-85,-56,0,0,0,0
29204,5,6,14,1200,84,-15,0,0,0,0
29205,6,3,10.91,1200,214,279,0,0,0,0
29206,,,1.5,1200,-35,,0,,0,
29207,,,6.66,1200,56,76,0,0,0,0
29208,7,,21.5,1200,261,219,0,0,0,0
29209,2,6,5.91,1200,-35,-16,0,1,0,0
29210,5,9,16.16,1200,481,583,0,0,0,0
29211,6,7,7.83,1200,-15,17,0,0,0,0
29212,,,4.25,1100,-112,-6,1,1,0,0
29213,4,3,2.33,1200,552,77,0,0,0,0
29214,6,6,2.91,1200,101,91,0,0,0,0
29215,3,3,15.16,1200,-148,-156,0,1,0,0
29216,5,9,9,1200,68,534,0,0,0,0
29217,,,0.83,1200,271,229,0,0,0,0
29218,2,9,30.83,1200,57,,1,,0,
29219,,,6.16,1200,212,,0,,0,
29220,2,3,1.08,1200,-19,13,0,0,0,0
29221,,,0.66,1200,-1,,0,,0,
29222,5,4,5.75,1100,-46,,0,,0,
29223,3,,7.08,1200,323,256,1,1,0,0
29224,3,7,5.08,1200,299,383,0,0,0,0
29225,4,8,0.66,1200,-32,-56,0,0,0,0
29226,,3,12.66,1200,168,90,0,0,0,0
29227,7,5,4.08,1200,5,14,0,0,0,0
29228,,,13.66,1200,-29,,0,,0,
29229,6,2,7.41,1200,-161,-245,0,0,0,0
29230,4,6,2.41,1200,-22,17,0,1,0,0
29231,2,7,14.58,1200,509,360,0,0,0,0
29232,7,4,3.5,1200,-9,-2,0,0,0,0
29233,3,9,24.08,1200,94,253,0,0,0,0
29234,,,4.33,1100,3,,0,,0,
29235,,,2.33,1100,-25,-26,0,0,0,0
29236,,,16.91,1200,138,,0,,0,
29237,2,4,14.91,1200,-3,48,0,1,0,0
29238,5,8,28.08,1200,724,1261,0,0,0,0
29239,4,9,8.66,1200,1135,1156,0,0,0,0
29240,3,6,22.16,1200,615,,0,,0,
29241,3,1,1.91,1100,-103,-27,1,1,0,0
29242,,,34.75,1300,-10,2,0,0,0,0
29243,3,3,2.5,1200,-20,-26,0,0,0,0
29244,3,7,7.75,1200,801,1390,0,0,0,0
29245,1,6,5.75,1200,137,147,0,0,0,0
29246,4,1,14.75,1200,100,-47,0,0,0,0
29247,,,7.91,1200,202,,0,,0,
29248,5,9,31.41,1200,375,293,0,0,0,0
29249,5,7,9.25,1200,36,303,0,0,0,0
29250,3,6,9.33,1200,105,84,0,0,0,0
29251,,,28.58,1200,95,18,0,0,0,0
29252,3,1,0.58,1100,-102,,0,,0,
29253,3,4,11,1200,185,455,1,1,1,1
29254,4,4,5.91,1200,-80,-137,0,0,0,0
29255,3,5,4.66,1300,-37,-37,0,0,0,0
29256,6,6,8,1100,31,57,0,0,0,0
29257,,,6,1200,-81,,0,,0,
29258,,,1.58,1300,113,118,0,0,0,0
29259,2,8,9.33,1200,27,35,0,0,0,0
29260,6,7,5.41,1300,-192,-88,1,0,0,0
29261,4,8,7.33,1200,-24,-31,1,1,0,0
29262,7,1,19.16,1200,1347,,0,,0,
29263,2,9,0.58,1200,-93,-79,1,1,0,0
29264,4,6,23.66,1300,-117,-133,1,1,0,0
29265,6,6,22.08,1200,1242,2113,0,0,0,0
29266,2,3,0.41,1200,219,462,0,1,0,0
29267,,,4.58,1200,-38,-22,0,1,0,0
29268,,,4.08,1100,-29,,0,,0,
29269,3,5,16.75,1300,1460,1169,1,1,0,0
29270,1,6,1.75,1200,-31,,0,,0,
29271,,,2.08,1200,45,,0,,0,
29272,3,5,6.83,1200,34,25,0,0,0,0
29273,,,24.33,1200,78,,0,,0,
29274,3,7,6.75,1200,25,81,0,1,0,0
29275,1,2,1.33,1200,115,74,0,1,0,0
29276,3,7,1.91,1200,122,,1,,0,
29277,2,3,3.58,1200,368,241,1,1,1,0
29278,,,7.33,1100,318,,0,,0,
29279,6,1,25.25,1200,-64,53,0,0,0,0
29280,5,4,20.58,1100,38,267,0,0,0,0
29281,3,3,7.41,1200,-19,-110,0,1,0,1
29282,,,26.66,1200,-41,-45,0,0,0,0
29283,,,0.25,1200,24,,0,,0,
29284,2,6,10.83,1200,170,227,1,1,1,0
29285,3,5,12.66,1300,222,428,0,0,0,0
29286,3,8,1.25,1200,8,84,0,0,0,0
29287,4,5,9.66,1300,25,60,0,0,0,0
29288,,,7.41,1300,-132,-24,0,0,0,0
29289,,,14.5,1300,280,-143,0,0,0,0
29290,,,20.08,1200,-52,,0,,0,
29291,2,6,5,1200,-57,-29,0,0,0,0
29292,3,7,6.25,1200,-38,-54,1,1,0,0
29293,,,24.41,1200,-107,-107,0,0,0,0
29294,,,11.25,1200,965,320,0,0,0,0
29295,,,2.58,1200,65,,0,,0,
29296,,,13.66,1300,-83,,0,,0,
29297,4,5,16.83,1200,320,-83,0,0,0,0
29298,3,7,5.91,1200,475,1207,0,0,0,0
29299,,,0.58,1200,-121,139,0,1,0,0
29300,2,1,3.33,1100,422,517,1,1,0,0
29301,,,10.58,1200,239,328,1,1,0,0
29302,3,8,4.75,1200,290,,0,,0,
29303,3,3,7.25,1200,-25,4,1,0,0,0
29304,4,8,15.66,1200,-19,436,0,0,0,0
29305,3,1,8.66,1100,-32,377,0,0,0,0
29306,2,1,3.5,1200,20,57,1,1,0,0
29307,5,4,17.33,1200,48,44,0,0,0,0
29308,7,7,24.08,1200,282,204,0,0,0,0
29309,,,8.66,1200,-104,,0,,0,
29310,,,26.5,1300,-27,,0,,0,
29311,3,1,3.75,1200,-45,-28,0,0,0,0
29312,,,0.58,1200,51,314,0,0,0,0
29313,5,6,3.83,1200,-46,-38,0,0,0,0
29314,5,7,9.75,1200,-6,-29,0,0,0,0
29315,,,9.91,1200,-35,,0,,0,
29316,5,8,13.16,1200,-32,-13,0,0,0,0
29317,5,5,16.91,1200,33,20,0,0,0,0
29318,,,6.41,1200,-64,-182,1,1,0,0
29319,2,1,0.83,1100,-33,-46,1,1,0,0
29320,,,16.83,1200,10,,0,,0,
29321,7,5,23.16,1200,-90,-150,0,0,0,0
29322,,,4.41,1300,-31,,0,,0,
29323,2,6,10.41,1200,682,,0,,0,
29324,,,1.41,1200,19,,0,,0,
29325,5,9,16.25,1200,217,94,0,0,0,0
29326,1,7,4.66,1200,-123,-41,0,0,0,0
29327,3,8,15.33,1200,664,545,0,0,0,0
29328,2,,11,1200,11,10,0,0,0,0
29329,4,3,9.66,1200,-36,-20,0,0,0,0
29330,,,0.83,1200,112,60,0,0,0,0
29331,4,6,18.08,1200,303,188,1,1,0,0
29332,4,6,1.25,1200,-37,-17,1,1,0,0
29333,7,6,22.58,1200,1,111,0,0,0,0
29334,7,3,29.25,1100,335,-45,0,0,0,0
29335,,,6.33,1200,-3,-3,0,0,0,0
29336,2,3,9.5,1200,-179,,1,,0,
29337,3,9,17.58,1200,117,110,1,1,0,0
29338,6,3,0.16,1200,-22,,0,,0,
29339,,,5.16,1200,-29,-30,0,0,0,0
29340,7,1,24.08,1200,177,276,0,0,0,0
29341,3,8,16.91,1200,-125,-20,0,1,0,0
29342,,,1.08,1300,-173,-143,0,0,0,0
29343,4,6,4.66,1200,222,16,0,0,0,0
29344,,,3.41,1200,-19,-16,0,0,0,0
29345,4,8,28.25,1200,150,72,0,0,0,0
29346,7,6,2.83,1200,-33,-54,0,0,0,0
29347,7,2,36.83,1100,92,164,0,0,0,0
29348,6,7,7.08,1200,298,139,0,0,0,0
29349,4,9,8.5,1200,1055,1442,0,0,0,0
29350,,,18.5,1200,1853,60,1,1,0,0
29351,5,3,14.66,1200,-16,-60,0,0,0,0
29352,,,34.25,1300,453,,0,,0,
29353,,,3.83,1200,-26,,0,,0,
29354,,,3.41,1200,-123,-179,1,1,0,0
29355,3,7,12.5,1200,34,113,0,0,0,0
29356,,,2.5,1200,-67,,0,,0,
29357,2,1,1.41,1200,498,362,0,0,0,0
29358,,,10.41,1200,-151,60,0,0,0,0
29359,2,6,5.33,1300,135,-8,0,0,0,0
29360,,,18.25,1200,-60,-60,0,0,0,0
29361,4,6,8.5,1200,-6,-96,0,0,0,0
29362,5,7,24.08,1200,-110,-87,0,0,0,0
29363,5,9,22.75,1200,217,228,0,0,0,0
29364,2,6,3.25,1200,-53,-23,0,0,0,0
29365,2,3,0.91,1200,25,34,0,0,0,0
29366,6,8,0.16,1300,-57,-61,0,0,0,0
29367,4,8,1.08,1200,159,154,0,0,0,0
29368,4,7,4.83,1200,399,176,1,1,0,0
29369,6,6,4.33,1200,-10,-29,0,0,0,0
29370,6,6,5.5,1200,276,475,0,0,0,0
29371,,6,11.33,1200,-116,-33,0,0,0,0
29372,4,9,8.66,1300,-28,-25,0,0,0,0
29373,1,7,4.5,1200,85,377,1,1,1,0
29374,3,1,2.83,1200,13,16,0,0,0,0
29375,2,6,7.25,1200,-24,-38,0,0,0,0
29376,,,1.25,1200,-25,,0,,0,
29377,5,6,29.41,1200,214,145,0,0,0,0
29378,,,2.91,1200,-83,,0,,0,
29379,3,1,2.58,1200,-105,-109,0,0,0,0
29380,4,8,4.25,1200,89,-51,0,0,0,0
29381,4,9,10.41,1200,2,,0,,0,
29382,3,6,1.16,1200,336,690,0,0,0,0
29383,,,1.66,1200,-33,-33,0,0,0,0
29384,2,6,2.5,1200,149,122,0,1,0,0
29385,5,7,3.83,1200,-43,-43,0,0,0,0
29386,5,5,7.5,1200,474,379,0,0,0,0
29387,,1,1.5,1300,-19,14,0,0,0,0
29388,6,6,6.25,1200,830,866,0,0,0,0
29389,4,5,16.66,1200,141,47,0,0,0,0
29390,2,6,4.25,1200,96,,0,,0,
29391,,,17.83,1300,-30,-29,0,0,0,0
29392,2,7,7.41,1200,83,91,0,0,0,0
29393,3,9,2.66,1200,529,569,1,1,0,0
29394,,,6.66,1200,-92,292,1,1,0,0
29395,5,6,8.41,1200,-2,-15,0,1,0,0
29396,4,6,23.75,1200,102,83,0,0,0,0
29397,6,7,19.66,1200,-45,-19,0,0,0,0
29398,7,9,3,1100,310,115,0,0,0,0
29399,4,6,20.5,1200,407,217,0,0,0,0
29400,3,9,10.75,1200,-61,-59,0,0,0,0
29401,7,9,24.08,1200,35,523,0,0,0,0
29402,4,7,3.41,1200,9,-44,1,1,0,0
29403,5,3,29.83,1200,-8,3,1,1,0,0
29404,5,4,7.5,1200,105,41,0,0,0,0
29405,1,,6.83,1100,-85,-105,1,1,0,0
29406,6,5,7.16,1200,1219,1060,0,0,0,0
29407,4,5,11.5,1200,95,72,0,0,0,0
29408,1,2,8.83,1100,-68,,0,,0,
29409,,,1.58,1300,-33,0,0,0,0,0
29410,,,35.25,1200,-154,2,0,0,0,0
29411,,,6.33,1200,4,,1,,0,
29412,5,9,6.75,1200,245,-37,0,0,0,0
29413,5,6,29.41,1200,1697,2263,0,0,0,0
29414,2,6,7.25,1200,472,227,1,1,0,0
29415,,,7.91,1200,458,544,0,0,0,0
29416,5,6,1.33,1300,256,281,0,0,0,0
29417,2,8,6.58,1200,300,431,1,1,0,0
29418,3,9,15.66,1200,363,515,1,1,0,1
29419,4,6,15.16,1200,208,124,1,1,0,0
29420,,,7.41,1200,-138,-174,0,0,0,0
29421,,,17.33,1200,-88,-192,0,0,0,0
29422,4,7,12.41,1200,586,828,0,0,0,0
29423,5,9,19.66,1200,12,29,0,0,0,0
29424,3,7,4.16,1100,100,96,0,0,0,0
29425,1,7,7.58,1200,15,143,1,1,0,0
29426,3,6,11.16,1200,262,226,0,0,0,0
29427,2,8,3.75,1200,-38,22,0,0,0,0
29428,7,7,21.41,1300,1100,1103,0,0,0,0
29429,3,8,15.66,1200,-94,3,0,0,0,0
29430,4,6,1,1200,49,40,0,0,0,0
29431,5,7,25.08,1200,456,-65,0,0,0,0
29432,2,3,7.08,1300,-116,,0,,0,
29433,,,0.66,1200,-5,438,0,0,0,0
29434,,,8.41,1200,-84,-86,0,0,0,0
29435,5,7,15.5,1200,334,21,0,0,0,0
29436,3,6,11.16,1200,53,-12,0,1,0,0
29437,3,6,3.75,1200,-32,67,0,0,0,0
29438,,,5,1200,89,70,0,0,0,0
29439,4,7,28.75,1200,482,692,0,0,0,0
29440,3,6,2.58,1100,-156,-153,0,0,0,0
29441,2,7,0.91,1300,107,561,0,1,0,0
29442,,,3.66,1300,352,255,0,0,0,0
29443,4,3,30.58,1200,100,115,0,0,0,0
29444,4,8,15.66,1200,11,73,0,0,0,0
29445,5,4,8.41,1100,-46,-45,0,0,0,0
29446,,,5.08,1200,-30,-30,0,0,0,0
29447,4,8,13.25,1200,1,23,0,0,0,0
29448,4,8,16.66,1200,138,350,1,1,0,0
29449,6,1,8.75,1200,169,121,0,0,0,0
29450,2,1,1.25,1200,116,-25,0,0,0,0
29451,,,8.91,1200,253,126,1,1,0,0
29452,4,7,22.83,1200,-128,-144,0,0,0,0
29453,6,5,9,1300,1045,246,0,0,0,0
29454,4,7,3.08,1200,-33,-31,0,0,0,0
29455,3,6,7.08,1200,-79,155,0,0,0,0
29456,6,6,32.08,1100,445,371,0,1,0,0
29457,,,11.66,1200,-32,,0,,0,
29458,7,1,15.5,1200,288,138,0,0,0,0
29459,5,5,1.41,1200,-29,146,0,0,0,0
29460,,,32,1300,-108,,0,,0,
29461,6,6,19.08,1200,129,55,0,0,0,0
29462,,,5.08,1200,-34,-37,0,0,0,0
29463,6,6,6.75,1100,661,495,0,0,0,0
29464,,,21.16,1200,579,399,0,0,0,0
29465,,,0.91,1200,-32,11,0,0,0,0
29466,4,6,14.25,1200,81,37,0,0,0,0
29467,,,11.66,1200,3,26,0,0,0,0
29468,,,2.5,1100,-31,-31,0,0,0,0
29469,3,6,17.08,1300,239,193,0,0,0,0
29470,3,7,10.83,1200,-95,-284,0,1,0,0
29471,5,7,28.83,1200,65,78,0,0,0,0
29472,,,13.58,1200,193,177,1,1,0,0
29473,2,4,9.5,1100,45,10,0,0,0,0
29474,4,1,10.75,1200,223,165,0,0,0,0
29475,7,4,24.08,1200,-8,-1,0,0,0,0
29476,4,5,25.08,1100,390,56,0,0,0,0
29477,,,6.58,1200,-45,-24,0,0,0,0
29478,,,3.83,1200,129,,0,,0,
29479,4,6,8.91,1200,396,269,0,0,0,0
29480,,,0.66,1200,-4,25,0,0,0,0
29481,4,9,5.91,1200,-45,-47,0,0,0,0
29482,4,9,14.08,1200,345,277,0,0,0,0
29483,,,4.33,1200,-65,,0,,0,
29484,5,4,8.83,1200,36,,0,,0,
29485,,,22.08,1200,-26,7,0,0,0,0
29486,3,6,4.33,1200,35,304,0,0,0,0
29487,,,2,1200,-48,,0,,0,
29488,3,5,13.41,1200,90,149,0,0,0,0
29489,3,6,16.58,1100,110,-52,0,0,0,0
29490,6,7,32.41,1200,-25,-41,0,0,0,0
29491,3,3,12,1200,-22,-23,0,1,0,0
29492,6,6,22.41,1200,-174,-169,0,0,0,0
29493,5,7,19.16,1200,409,409,0,0,0,0
29494,3,6,11.16,1100,20,-192,0,0,0,0
29495,,,5.58,1300,204,824,1,1,0,1
29496,3,4,4.41,1200,127,122,0,0,0,0
29497,7,5,4.08,1100,-79,301,0,0,0,0
29498,,,27.5,1200,69,38,0,0,0,0
29499,3,9,12.08,1200,-203,-7,0,0,0,0
29500,5,3,10.83,1200,183,144,0,0,0,0
29501,,,3.58,1300,-29,-28,0,0,0,0
29502,6,7,3.66,1200,-76,-131,0,0,0,0
29503,,,5.25,1200,-85,,0,,0,
29504,,,22.08,1200,1347,1251,0,0,0,0
29505,,,1,1200,-113,-96,0,1,0,1
29506,,,5.75,1200,103,,0,,0,
29507,2,5,0.83,1100,194,138,0,0,0,0
29508,2,4,7.41,1100,186,349,0,0,0,0
29509,,6,10.83,1200,27,-146,1,1,0,0
29510,3,6,9.75,1200,-44,-51,0,0,0,0
29511,,,8.5,1200,39,55,0,0,0,0
29512,4,6,3.41,1100,-72,,0,,0,
29513,3,6,12,1200,353,59,0,0,0,0
29514,3,7,13.91,1200,-124,312,0,0,0,0
